Name,,Lab_L,Lab_a,Lab_b,ink1,ink2,ink3,ink4,%1,%2,%3,%4
PANTONE 153 C,,53,32.5664062,62.5742188,PANTONE Yellow 170,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 153 C,,53,32.5664062,62.5742188,PANTONE Yellow 171,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 154 C,,43,26.1289062,49.9179688,PANTONE Yellow 172,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 154 C,,43,26.1289062,49.9179688,PANTONE Yellow 173,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1485 C,,80,26.0976562,41.96875,PANTONE Yellow 174,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1485 C,,80,26.0976562,41.96875,PANTONE Yellow 175,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1495 C,,74,40.5078125,65.0585938,PANTONE Yellow 176,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1495 C,,74,40.5078125,65.0585938,PANTONE Yellow 177,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1505 C,,67,55.53125,90.25,PANTONE Yellow 178,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1505 C,,67,55.53125,90.25,PANTONE Yellow 179,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1525 C,,50,48.3398438,72.9804688,PANTONE Yellow 180,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1525 C,,50,48.3398438,72.9804688,PANTONE Yellow 181,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1535 C,,38,34.140625,52.7890625,PANTONE Yellow 182,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1535 C,,38,34.140625,52.7890625,PANTONE Yellow 183,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1545 C,,20,18.8164062,25.6640625,PANTONE Yellow 184,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1545 C,,20,18.8164062,25.6640625,PANTONE Yellow 185,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 155 C,,86,4.3984375,22.15625,PANTONE Yellow 186,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 155 C,,86,4.3984375,22.15625,PANTONE Yellow 187,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 156 C,,81,11.6796875,34.2460938,PANTONE Yellow 188,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 156 C,,81,11.6796875,34.2460938,PANTONE Yellow 189,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 157 C,,71,27.1484375,51.6484375,PANTONE Yellow 190,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 157 C,,71,27.1484375,51.6484375,PANTONE Yellow 191,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 158 C,,60,46.71875,65.7617188,PANTONE Yellow 192,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 158 C,,60,46.71875,65.7617188,PANTONE Yellow 193,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 159 C,,52,45.109375,60.7890625,PANTONE Yellow 194,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 159 C,,52,45.109375,60.7890625,PANTONE Yellow 195,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 160 C,,43,33.2695312,48.3632812,PANTONE Yellow 196,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 160 C,,43,33.2695312,48.3632812,PANTONE Yellow 197,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 161 C,,27,17.578125,27.0820312,PANTONE Yellow 198,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 161 C,,27,17.578125,27.0820312,PANTONE Yellow 199,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1555 C,,82,20.5,25.2578125,PANTONE Yellow 200,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1555 C,,82,20.5,25.2578125,PANTONE Yellow 201,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1565 C,,77,30.6992188,37.1289062,PANTONE Yellow 202,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1565 C,,77,30.6992188,37.1289062,PANTONE Yellow 203,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1575 C,,70,45.9765625,57.7382812,PANTONE Yellow 204,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1575 C,,70,45.9765625,57.7382812,PANTONE Yellow 205,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1585 C,,64,56.578125,74.1757812,PANTONE Yellow 206,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1585 C,,64,56.578125,74.1757812,PANTONE Yellow 207,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1595 C,,55,47.8476562,64.3789062,PANTONE Yellow 208,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1595 C,,55,47.8476562,64.3789062,PANTONE Yellow 209,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1605 C,,42,34.6679688,47.4804688,PANTONE Yellow 210,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1605 C,,42,34.6679688,47.4804688,PANTONE Yellow 211,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1615 C,,35,29.6601562,39.7773438,PANTONE Yellow 212,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1615 C,,35,29.6601562,39.7773438,PANTONE Yellow 213,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 162 C,,83,19.3398438,20.65625,PANTONE Yellow 214,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 162 C,,83,19.3398438,20.65625,PANTONE Yellow 215,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 163 C,,74,36.890625,39.7070312,PANTONE Yellow 216,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 163 C,,74,36.890625,39.7070312,PANTONE Yellow 217,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 164 C,,68,49.5,56.4882812,PANTONE Yellow 218,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 164 C,,68,49.5,56.4882812,PANTONE Yellow 219,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 165 C,,62,60.7773438,74.7773438,PANTONE Yellow 220,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 165 C,,62,60.7773438,74.7773438,PANTONE Yellow 221,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 166 C,,55,56.1054688,69.6875,PANTONE Yellow 222,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 166 C,,55,56.1054688,69.6875,PANTONE Yellow 223,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 167 C,,49,44.4296875,56.21875,PANTONE Yellow 224,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 167 C,,49,44.4296875,56.21875,PANTONE Yellow 225,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 168 C,,28,26.671875,31.2773438,PANTONE Yellow 226,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 168 C,,28,26.671875,31.2773438,PANTONE Yellow 227,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1625 C,,76,35.3476562,28.0664062,PANTONE Yellow 228,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1625 C,,76,35.3476562,28.0664062,PANTONE Yellow 229,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1635 C,,72,43.8984375,37.0898438,PANTONE Yellow 230,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1635 C,,72,43.8984375,37.0898438,PANTONE Yellow 231,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1645 C,,65,57.4375,56.2265625,PANTONE Yellow 232,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1645 C,,65,57.4375,56.2265625,PANTONE Yellow 233,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1655 C,,60,65.3984375,72.2460938,PANTONE Yellow 234,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1655 C,,60,65.3984375,72.2460938,PANTONE Yellow 235,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1665 C,,54,60.1367188,67.234375,PANTONE Yellow 236,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1665 C,,54,60.1367188,67.234375,PANTONE Yellow 237,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1675 C,,41,43.6171875,47.8085938,PANTONE Yellow 238,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1675 C,,41,43.6171875,47.8085938,PANTONE Yellow 239,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1685 C,,33,34.3085938,36.59375,PANTONE Yellow 240,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1685 C,,33,34.3085938,36.59375,PANTONE Yellow 241,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 169 C,,81,27.0976562,14,PANTONE Yellow 242,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 169 C,,81,27.0976562,14,PANTONE Yellow 243,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 170 C,,71,46.6210938,30.2773438,PANTONE Yellow 244,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 170 C,,71,46.6210938,30.2773438,PANTONE Yellow 245,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 171 C,,63,61.5507812,51.7265625,PANTONE Yellow 246,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 171 C,,63,61.5507812,51.7265625,PANTONE Yellow 247,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 172 C,,58,68.4882812,69.7265625,PANTONE Yellow 248,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 172 C,,58,68.4882812,69.7265625,PANTONE Yellow 249,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 173 C,,51,56.75,55.5,PANTONE Yellow 250,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 173 C,,51,56.75,55.5,PANTONE Yellow 251,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 174 C,,37,42.3085938,40.7539062,PANTONE Yellow 252,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 174 C,,37,42.3085938,40.7539062,PANTONE Yellow 253,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 175 C,,29,27.4726562,23.5390625,PANTONE Yellow 254,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 175 C,,29,27.4726562,23.5390625,PANTONE Yellow 255,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 176 C,,79,32.546875,7.2382812,PANTONE Yellow 256,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 176 C,,79,32.546875,7.2382812,PANTONE Yellow 257,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 177 C,,70,51.8789062,18.5585938,PANTONE Yellow 258,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 177 C,,70,51.8789062,18.5585938,PANTONE Yellow 259,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 178 C,,62,64.578125,34.3203125,PANTONE Yellow 260,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 178 C,,62,64.578125,34.3203125,PANTONE Yellow 261,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 179 C,,51,64.6484375,50.6601562,PANTONE Yellow 262,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 179 C,,51,64.6484375,50.6601562,PANTONE Yellow 263,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 180 C,,45,54.65625,39.6875,PANTONE Yellow 264,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 180 C,,45,54.65625,39.6875,PANTONE Yellow 265,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 181 C,,29,35.75,24.546875,PANTONE Yellow 266,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 181 C,,29,35.75,24.546875,PANTONE Yellow 267,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1765 C,,75,39.0703125,6.3671875,PANTONE Yellow 268,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1765 C,,75,39.0703125,6.3671875,PANTONE Yellow 269,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1775 C,,70,49.3203125,11.3007812,PANTONE Yellow 270,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1775 C,,70,49.3203125,11.3007812,PANTONE Yellow 271,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1785 C,,58,69.25,31.3203125,PANTONE Yellow 272,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1785 C,,58,69.25,31.3203125,PANTONE Yellow 273,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1788 C,,52,73.9570312,47.3359375,PANTONE Yellow 274,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1788 C,,52,73.9570312,47.3359375,PANTONE Yellow 275,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1795 C,,47,67.7890625,45.1015625,PANTONE Yellow 276,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1795 C,,47,67.7890625,45.1015625,PANTONE Yellow 277,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1805 C,,39,55.8398438,34.046875,PANTONE Yellow 278,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1805 C,,39,55.8398438,34.046875,PANTONE Yellow 279,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1815 C,,27,40.6210938,23.6601562,PANTONE Yellow 280,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1815 C,,27,40.6210938,23.6601562,PANTONE Yellow 281,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1767 C,,79,29.6875,2.1015625,PANTONE Yellow 282,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1767 C,,79,29.6875,2.1015625,PANTONE Yellow 283,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1777 C,,63,60.4453125,15.7265625,PANTONE Yellow 284,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1777 C,,63,60.4453125,15.7265625,PANTONE Yellow 285,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1787 C,,57,69.8085938,27.7070312,PANTONE Yellow 286,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1787 C,,57,69.8085938,27.7070312,PANTONE Yellow 287,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1797 C,,46,64.5859375,38.296875,PANTONE Yellow 288,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1797 C,,46,64.5859375,38.296875,PANTONE Yellow 289,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1807 C,,37,50.359375,26.5859375,PANTONE Yellow 290,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1807 C,,37,50.359375,26.5859375,PANTONE Yellow 291,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1817 C,,23,25.5859375,12.0195312,PANTONE Yellow 292,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1817 C,,23,25.5859375,12.0195312,PANTONE Yellow 293,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 182 C,,81,26.0976562,0.4882812,PANTONE Yellow 294,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 182 C,,81,26.0976562,0.4882812,PANTONE Yellow 295,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 183 C,,71,44.7773438,5.0390625,PANTONE Yellow 296,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 183 C,,71,44.7773438,5.0390625,PANTONE Yellow 297,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 184 C,,61,62.4804688,15.1171875,PANTONE Yellow 298,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 184 C,,61,62.4804688,15.1171875,PANTONE Yellow 299,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 185 C,,50,76.21875,42.046875,PANTONE Yellow 300,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 185 C,,50,76.21875,42.046875,PANTONE Yellow 301,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 186 C,,45,69.4375,37.3164062,PANTONE Yellow 302,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 186 C,,45,69.4375,37.3164062,PANTONE Yellow 303,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 187 C,,39,58.96875,27.9296875,PANTONE Yellow 304,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 187 C,,39,58.96875,27.9296875,PANTONE Yellow 305,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 188 C,,29,40.15625,15.359375,PANTONE Yellow 306,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 188 C,,29,40.15625,15.359375,PANTONE Yellow 307,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 189 C,,75,36.0078125,-0.6914062,PANTONE Yellow 308,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 189 C,,75,36.0078125,-0.6914062,PANTONE Yellow 309,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 190 C,,66,53.2265625,4.078125,PANTONE Yellow 310,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 190 C,,66,53.2265625,4.078125,PANTONE Yellow 311,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 191 C,,56,69.78125,15.2851562,PANTONE Yellow 312,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 191 C,,56,69.78125,15.2851562,PANTONE Yellow 313,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 192 C,,50,76.0351562,30.6210938,PANTONE Yellow 314,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 192 C,,50,76.0351562,30.6210938,PANTONE Yellow 315,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 193 C,,42,65.5664062,26.0195312,PANTONE Yellow 316,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 193 C,,42,65.5664062,26.0195312,PANTONE Yellow 317,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 194 C,,35,51.7070312,16.2382812,PANTONE Yellow 318,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 194 C,,35,51.7070312,16.2382812,PANTONE Yellow 319,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 195 C,,29,35.3085938,8.5078125,PANTONE Yellow 320,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 195 C,,29,35.3085938,8.5078125,PANTONE Yellow 321,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1895 C,,82,23.40625,-3.8320312,PANTONE Yellow 322,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1895 C,,82,23.40625,-3.8320312,PANTONE Yellow 323,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1905 C,,74,38.078125,-3.0546875,PANTONE Yellow 324,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1905 C,,74,38.078125,-3.0546875,PANTONE Yellow 325,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1915 C,,59,63.9101562,4.5664062,PANTONE Yellow 326,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1915 C,,59,63.9101562,4.5664062,PANTONE Yellow 327,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1925 C,,49,76.1054688,24.5664062,PANTONE Yellow 328,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 1925 C,,49,76.1054688,24.5664062,PANTONE Yellow 329,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
